customer_id,age,city,account_length_months,contract_type,monthly_minutes,monthly_data_gb,monthly_sms,monthly_charge,late_payments,international_calls,customer_service_calls,device_age_months,churned,is_fraud
CUST_004502,38,Ho,7,Prepaid,418,14.23,41,73.46,1,1,2,1,0,0
CUST_004503,34,Accra,51,Prepaid,1114,5.58,50,91.86,1,1,1,23,0,0
CUST_004504,22,Sunyani,8,Prepaid,425,2.73,54,52.11,0,1,1,2,1,0
CUST_004505,37,Tamale,13,Prepaid,435,4.57,52,56.09,0,0,1,29,0,0
CUST_004506,19,Ho,9,Prepaid,141,1.96,48,35.77,1,1,0,14,0,0
CUST_004507,53,Koforidua,13,Prepaid,794,5.5,53,76.0,1,1,1,5,0,0
CUST_004508,36,Kumasi,2,Prepaid,825,10.55,55,87.85,1,3,1,22,0,0
CUST_004509,39,Tamale,23,Postpaid,2628,0.38,41,156.26,0,1,2,8,0,0
CUST_004510,32,Tema,41,Prepaid,1438,15.9,42,127.9,0,0,1,18,0,0
CUST_004511,37,Sunyani,7,Prepaid,1151,3.56,48,89.47,0,0,4,2,0,0
CUST_004512,33,Sekondi-Takoradi,53,Prepaid,216,14.82,49,65.34,1,0,2,1,0,0
CUST_004513,39,Tema,27,Prepaid,265,8.8,58,56.65,0,1,0,1,1,0
CUST_004514,42,Kumasi,8,Prepaid,3539,9.88,46,221.31,0,0,1,1,1,0
CUST_004515,20,Kumasi,11,Prepaid,312,11.87,41,63.44,0,0,2,20,0,0
CUST_004516,36,Accra,40,Prepaid,963,1.2,43,74.85,1,0,1,4,1,0
CUST_004517,44,Accra,32,Prepaid,1999,5.3,44,134.95,0,0,3,14,0,0
CUST_004518,44,Accra,45,Postpaid,3180,1.87,45,187.24,0,2,0,32,0,0
CUST_004519,33,Sekondi-Takoradi,1,Postpaid,135,0.33,40,31.41,1,0,0,1,0,0
CUST_004520,26,Kumasi,71,Prepaid,60,1.12,37,28.94,0,0,1,37,0,0
CUST_004521,43,Tamale,18,Postpaid,643,9.5,47,75.85,1,2,0,51,0,0
CUST_004522,24,Obuasi,1,Prepaid,1566,3.49,48,110.08,0,0,1,15,0,0
CUST_004523,51,Tamale,3,Prepaid,107,4.24,54,39.23,0,4,0,21,0,0
CUST_004524,24,Sekondi-Takoradi,32,Prepaid,370,1.37,55,46.74,0,2,0,3,0,0
CUST_004525,43,Sunyani,19,Prepaid,249,2.37,60,43.19,1,1,0,18,0,0
CUST_004526,39,Cape Coast,2,Prepaid,228,2.33,36,39.66,0,1,4,13,0,0
CUST_004527,37,Accra,4,Postpaid,266,1.78,55,42.36,0,0,0,11,0,0
CUST_004528,37,Tamale,35,Postpaid,236,2.98,48,42.56,0,1,1,24,0,0
CUST_004529,37,Accra,31,Prepaid,23,0.1,43,25.65,1,0,1,14,0,0
CUST_004530,18,Kumasi,7,Prepaid,2905,2.64,70,177.53,0,0,1,35,0,0
CUST_004531,51,Koforidua,1,Prepaid,177,7.57,58,49.79,0,0,0,10,1,0
CUST_004532,33,Kumasi,14,Postpaid,867,3.49,56,75.93,0,0,1,10,0,0
CUST_004533,42,Accra,120,Prepaid,120,6.54,57,44.78,0,2,0,15,0,0
CUST_004534,49,Accra,18,Prepaid,688,0.5,44,59.8,1,1,0,9,0,0
CUST_004535,44,Ho,68,Postpaid,106,4.85,50,40.0,1,6,1,10,0,0
CUST_004536,30,Accra,1,Prepaid,459,4.51,47,56.67,0,0,1,13,0,0
CUST_004537,50,Accra,50,Prepaid,1135,2.69,46,86.73,1,0,0,25,0,0
CUST_004538,26,Tamale,28,Postpaid,366,3.83,54,51.36,0,0,0,29,0,0
CUST_004539,29,Koforidua,36,Postpaid,531,5.21,55,62.47,0,6,0,6,0,0
CUST_004540,48,Sekondi-Takoradi,6,Prepaid,318,3.14,58,47.98,1,1,1,1,0,0
CUST_004541,35,Cape Coast,23,Prepaid,2520,4.11,36,157.82,0,2,0,1,0,0
CUST_004542,41,Cape Coast,19,Prepaid,448,6.22,51,59.94,1,2,1,15,0,0
CUST_004543,34,Accra,34,Prepaid,48,7.75,37,41.6,2,0,1,1,0,0
CUST_004544,48,Cape Coast,20,Prepaid,687,2.8,48,64.75,1,4,0,3,0,0
CUST_004545,52,Cape Coast,14,Postpaid,3325,5.93,50,203.11,2,0,3,21,0,0
CUST_004546,40,Tamale,43,Prepaid,190,0.99,58,37.28,1,0,1,12,0,0
CUST_004547,18,Tema,10,Prepaid,177,13.32,45,59.99,0,2,1,22,0,0
CUST_004548,42,Kumasi,17,Postpaid,1497,1.17,59,103.09,0,3,1,60,0,0
CUST_004549,46,Accra,16,Prepaid,117,3.46,47,37.47,0,0,1,9,1,0
CUST_004550,52,Accra,5,Postpaid,56,0.1,47,27.7,1,0,1,51,0,0
CUST_004551,48,Accra,14,Prepaid,293,0.17,44,39.39,0,2,2,1,0,0
CUST_004552,28,Sekondi-Takoradi,26,Prepaid,1111,16.84,60,115.23,0,2,2,12,0,0
CUST_004553,22,Tema,4,Prepaid,420,0.1,44,45.6,0,1,1,1,0,0
CUST_004554,36,Tema,33,Prepaid,80,5.65,43,39.6,1,2,1,1,0,0
CUST_004555,57,Obuasi,22,Prepaid,2129,7.67,44,146.19,0,1,1,25,1,0
CUST_004556,43,Accra,17,Postpaid,444,1.15,59,50.4,0,3,0,20,0,0
CUST_004557,36,Cape Coast,51,Postpaid,96,0.7,51,31.3,1,5,2,11,0,0
CUST_004558,47,Kumasi,32,Prepaid,55,7.72,50,43.19,1,5,2,34,0,0
CUST_004559,37,Accra,17,Postpaid,1619,6.05,57,118.75,0,0,2,18,0,0
CUST_004560,31,Tema,1,Prepaid,348,9.91,44,61.62,0,0,0,1,0,1
CUST_004561,37,Tema,14,Prepaid,228,8.75,39,52.8,2,0,1,30,0,0
CUST_004562,62,Tamale,41,Prepaid,166,3.7,54,41.1,1,0,0,19,0,0
CUST_004563,66,Sekondi-Takoradi,29,Postpaid,443,7.92,54,63.39,3,2,1,22,1,0
CUST_004564,38,Tamale,5,Prepaid,588,0.18,50,54.76,1,4,2,27,0,0
CUST_004565,33,Accra,28,Postpaid,2936,8.41,55,189.12,1,1,1,9,0,0
CUST_004566,18,Accra,5,Prepaid,223,0.95,55,38.55,0,0,1,53,1,0
CUST_004567,43,Kumasi,11,Prepaid,464,0.74,54,50.08,0,3,1,60,0,0
CUST_004568,56,Tema,4,Postpaid,552,1.09,59,55.68,0,1,2,36,0,0
CUST_004569,46,Accra,2,Prepaid,147,5.24,50,42.83,0,5,1,3,0,0
CUST_004570,44,Sekondi-Takoradi,18,Prepaid,525,14.53,52,80.51,1,0,1,13,1,0
CUST_004571,34,Accra,5,Prepaid,443,2.25,37,50.35,0,1,2,27,0,0
CUST_004572,25,Accra,31,Prepaid,247,5.58,41,47.61,0,0,0,4,0,0
CUST_004573,28,Tamale,4,Prepaid,106,14.67,44,59.04,0,1,1,7,0,0
CUST_004574,22,Kumasi,37,Prepaid,59,4.7,55,37.85,1,1,2,1,0,0
CUST_004575,21,Kumasi,6,Postpaid,202,5.77,55,47.14,0,0,2,35,0,0
CUST_004576,38,Kumasi,42,Prepaid,287,0.19,45,39.23,0,2,1,10,0,0
CUST_004577,34,Accra,5,Postpaid,374,0.11,58,44.72,0,0,1,18,0,0
CUST_004578,33,Accra,2,Prepaid,197,11.81,58,59.27,0,1,1,30,0,0
CUST_004579,40,Accra,53,Prepaid,489,8.65,66,68.35,0,0,1,12,0,0
CUST_004580,38,Kumasi,24,Prepaid,585,0.27,53,55.09,0,1,1,24,0,0
CUST_004581,43,Cape Coast,1,Postpaid,845,1.07,45,68.89,0,1,1,14,1,0
CUST_004582,38,Accra,15,Prepaid,232,1.3,50,39.2,0,0,1,5,0,0
CUST_004583,60,Accra,1,Prepaid,899,6.51,49,82.87,0,3,1,14,0,1
CUST_004584,37,Accra,18,Prepaid,5475,5.39,51,309.63,1,0,1,12,0,0
CUST_004585,35,Tamale,8,Postpaid,629,6.24,60,69.93,0,1,0,15,0,1
CUST_004586,35,Tema,20,Postpaid,1093,3.03,48,85.51,1,1,0,14,1,0
CUST_004587,18,Accra,14,Postpaid,1835,0.1,47,116.65,2,1,0,27,1,0
CUST_004588,49,Obuasi,7,Postpaid,838,2.61,47,71.82,0,2,0,5,0,0
CUST_004589,19,Tamale,41,Prepaid,487,7.52,38,63.19,0,3,0,16,0,0
CUST_004590,19,Accra,22,Postpaid,280,3.99,45,46.48,1,1,0,17,0,0
CUST_004591,43,Accra,33,Prepaid,309,11.09,58,63.43,0,0,1,1,0,0
CUST_004592,40,Accra,1,Prepaid,1261,1.82,55,92.19,0,3,1,6,0,0
CUST_004593,19,Accra,22,Postpaid,350,4.71,46,51.52,0,2,2,1,0,0
CUST_004594,18,Cape Coast,22,Prepaid,145,4.73,38,40.51,1,0,2,34,0,0
CUST_004595,54,Cape Coast,3,Postpaid,187,4.03,52,42.61,1,0,0,23,1,0
CUST_004596,61,Sekondi-Takoradi,17,Postpaid,678,5.62,61,71.24,2,2,1,4,0,0
CUST_004597,50,Sekondi-Takoradi,25,Postpaid,1340,8.26,56,109.12,0,0,1,23,0,0
CUST_004598,18,Accra,40,Prepaid,497,3.99,43,57.13,0,0,0,21,1,0
CUST_004599,21,Kumasi,7,Prepaid,37,0.81,51,28.57,0,4,1,10,1,0
CUST_004600,29,Accra,5,Prepaid,185,4.17,48,42.39,1,3,0,2,0,0
CUST_004601,41,Accra,1,Prepaid,905,0.56,37,70.07,0,0,1,34,0,0
CUST_004602,31,Accra,26,Postpaid,197,0.65,49,36.05,0,5,0,13,0,0
CUST_004603,36,Tamale,63,Prepaid,179,0.37,54,35.09,1,0,0,4,0,0
CUST_004604,32,Accra,120,Prepaid,353,3.24,60,50.13,1,0,1,36,0,0
CUST_004605,31,Tamale,4,Prepaid,228,6.22,53,49.14,0,0,3,13,0,0
CUST_004606,19,Kumasi,12,Prepaid,3645,13.98,52,235.41,3,0,0,6,1,0
CUST_004607,40,Sekondi-Takoradi,2,Prepaid,528,0.1,60,52.6,0,0,2,4,0,0
CUST_004608,49,Tema,43,Prepaid,198,12.41,53,60.02,1,0,2,17,0,0
CUST_004609,35,Accra,32,Postpaid,912,5.43,54,81.86,1,2,1,8,0,0
CUST_004610,56,Kumasi,25,Postpaid,557,0.88,43,53.91,0,0,1,21,0,0
CUST_004611,46,Accra,30,Prepaid,373,4.44,66,54.13,0,0,1,3,0,0
CUST_004612,37,Kumasi,19,Postpaid,1493,1.74,54,103.53,1,0,3,49,0,0
CUST_004613,51,Accra,7,Postpaid,307,6.12,46,52.19,1,0,3,60,0,0
CUST_004614,18,Accra,17,Postpaid,681,0.61,47,59.97,0,1,0,1,0,0
CUST_004615,40,Cape Coast,41,Prepaid,305,0.1,41,39.55,0,5,2,48,0,0
CUST_004616,46,Accra,76,Prepaid,309,2.02,43,43.79,0,0,0,12,0,1
CUST_004617,40,Sekondi-Takoradi,15,Prepaid,2489,6.4,44,161.65,0,0,1,2,0,0
CUST_004618,43,Accra,2,Prepaid,536,2.36,60,57.52,1,0,0,22,0,0
CUST_004619,51,Obuasi,36,Prepaid,717,5.3,53,71.75,0,0,1,23,0,0
CUST_004620,24,Kumasi,18,Prepaid,569,2.27,43,57.29,0,2,1,5,0,0
CUST_004621,45,Tamale,18,Postpaid,528,1.49,57,55.08,0,4,1,2,0,0
CUST_004622,33,Sunyani,13,Prepaid,122,1.77,42,33.84,0,2,1,2,0,0
CUST_004623,23,Cape Coast,7,Prepaid,137,2.77,50,37.39,0,0,1,5,0,0
CUST_004624,28,Tamale,4,Postpaid,88,0.27,52,30.14,0,2,0,3,0,0
CUST_004625,36,Ho,8,Postpaid,153,6.68,38,44.81,0,2,1,4,0,0
CUST_004626,49,Kumasi,18,Prepaid,318,1.15,60,44.2,1,3,1,17,0,0
CUST_004627,25,Kumasi,4,Postpaid,63,1.23,56,31.21,1,0,0,14,0,0
CUST_004628,30,Tamale,53,Prepaid,1404,0.64,39,95.38,0,1,1,10,1,0
CUST_004629,32,Accra,15,Prepaid,94,1.34,42,31.58,0,0,2,31,0,0
CUST_004630,28,Cape Coast,26,Postpaid,177,1.49,49,36.73,2,4,2,1,0,0
CUST_004631,41,Tema,10,Prepaid,469,2.14,54,53.13,0,0,2,2,0,0
CUST_004632,36,Obuasi,37,Postpaid,155,5.38,61,44.61,0,0,0,11,0,0
CUST_004633,38,Cape Coast,7,Postpaid,809,1.22,52,68.09,0,2,1,9,0,0
CUST_004634,28,Tamale,42,Prepaid,1864,13.49,57,145.88,1,1,1,5,0,0
CUST_004635,38,Sunyani,45,Postpaid,110,3.88,61,39.36,0,4,1,28,0,0
CUST_004636,39,Tema,62,Postpaid,671,6.73,60,73.01,1,3,1,31,0,0
CUST_004637,18,Cape Coast,33,Prepaid,369,3.21,61,50.97,0,0,0,19,1,0
CUST_004638,37,Kumasi,16,Postpaid,55,6.04,50,39.83,0,0,1,1,0,0
CUST_004639,43,Tema,49,Postpaid,716,7.65,50,76.1,1,0,0,4,0,0
CUST_004640,45,Cape Coast,1,Postpaid,250,21.3,48,79.9,0,0,1,16,1,0
CUST_004641,37,Kumasi,5,Prepaid,100,1.8,54,34.0,0,0,2,44,0,0
CUST_004642,44,Cape Coast,4,Postpaid,1318,0.32,54,91.94,1,0,0,59,0,0
CUST_004643,23,Obuasi,63,Prepaid,431,4.72,46,55.59,0,1,1,2,0,0
CUST_004644,34,Ho,92,Prepaid,295,0.32,56,40.99,1,2,2,9,0,0
CUST_004645,42,Accra,1,Prepaid,397,0.2,51,45.35,0,4,1,6,1,0
CUST_004646,36,Sekondi-Takoradi,4,Prepaid,415,5.38,40,55.51,0,6,2,3,0,0
CUST_004647,53,Kumasi,6,Postpaid,632,6.58,48,69.56,0,0,0,3,0,0
CUST_004648,27,Accra,12,Postpaid,225,4.16,48,44.37,0,1,2,15,0,0
CUST_004649,40,Cape Coast,15,Postpaid,566,0.28,55,54.36,0,0,0,9,0,0
CUST_004650,30,Sekondi-Takoradi,3,Postpaid,2309,2.62,66,147.29,0,4,0,3,1,0
CUST_004651,18,Accra,29,Postpaid,1753,3.25,57,119.85,1,0,2,45,0,0
CUST_004652,40,Kumasi,13,Prepaid,1692,0.15,65,111.4,1,3,0,7,0,0
CUST_004653,32,Ho,5,Postpaid,153,10.41,50,53.47,0,0,0,5,0,0
CUST_004654,30,Tamale,17,Prepaid,763,3.3,38,68.55,0,1,0,1,0,0
CUST_004655,26,Kumasi,1,Postpaid,383,2.1,56,48.95,0,1,0,31,0,0
CUST_004656,28,Tema,18,Prepaid,1053,3.59,42,84.03,2,0,3,36,0,0
CUST_004657,49,Tema,35,Prepaid,3383,0.1,55,194.85,0,0,1,3,1,0
CUST_004658,24,Tamale,13,Postpaid,169,9.35,54,52.55,0,6,0,4,0,0
CUST_004659,50,Accra,49,Postpaid,260,6.7,61,52.5,1,1,1,48,0,0
CUST_004660,21,Accra,30,Prepaid,437,7.56,55,62.47,0,2,3,2,0,0
CUST_004661,21,Tamale,6,Postpaid,349,6.62,47,55.39,0,0,0,18,0,0
CUST_004662,22,Kumasi,10,Postpaid,939,1.72,38,74.19,0,2,2,44,0,0
CUST_004663,27,Tema,43,Prepaid,287,5.6,46,50.15,0,0,1,2,0,0
CUST_004664,47,Kumasi,29,Postpaid,89,1.98,55,33.91,0,0,0,16,0,0
CUST_004665,39,Kumasi,48,Postpaid,163,3.12,43,38.69,0,1,0,11,0,0
CUST_004666,35,Cape Coast,24,Prepaid,300,11.24,54,62.88,1,2,1,25,1,0
CUST_004667,28,Tamale,21,Prepaid,205,0.16,54,35.97,0,0,0,8,0,0
CUST_004668,37,Cape Coast,8,Prepaid,144,1.5,57,35.9,0,3,1,14,0,0
CUST_004669,39,Tema,48,Postpaid,457,0.71,49,49.17,0,5,0,40,0,0
CUST_004670,27,Kumasi,8,Postpaid,139,1.25,42,33.65,0,5,1,46,0,0
CUST_004671,27,Ho,4,Postpaid,219,10.44,38,55.63,0,2,0,1,0,0
CUST_004672,18,Sekondi-Takoradi,1,Postpaid,136,4.84,54,41.88,0,1,0,4,0,0
CUST_004673,27,Obuasi,13,Prepaid,286,16.33,56,72.56,0,1,1,3,0,0
CUST_004674,26,Cape Coast,42,Postpaid,661,2.04,58,62.93,0,1,0,12,0,0
CUST_004675,33,Kumasi,18,Prepaid,179,1.33,41,35.71,0,0,0,2,0,0
CUST_004676,41,Accra,13,Prepaid,279,9.93,55,59.31,1,2,0,7,0,0
CUST_004677,30,Tema,31,Prepaid,157,6.27,31,43.49,0,1,0,7,0,0
CUST_004678,45,Cape Coast,22,Prepaid,490,3.31,55,56.62,0,0,5,16,0,0
CUST_004679,22,Accra,11,Postpaid,970,1.84,52,77.38,2,4,1,12,0,0
CUST_004680,38,Accra,8,Prepaid,215,1.83,60,40.41,1,4,1,32,0,0
CUST_004681,31,Kumasi,9,Postpaid,982,6.23,55,87.06,0,1,0,10,0,0
CUST_004682,23,Kumasi,22,Prepaid,611,0.84,56,57.83,0,1,3,8,0,0
CUST_004683,36,Accra,10,Postpaid,527,2.67,45,56.19,0,0,0,6,0,0
CUST_004684,41,Sekondi-Takoradi,49,Postpaid,607,3.83,66,64.61,1,0,0,25,0,0
CUST_004685,43,Obuasi,25,Prepaid,516,13.45,50,77.7,1,0,1,22,0,0
CUST_004686,31,Sekondi-Takoradi,1,Postpaid,347,12.81,48,67.77,0,17,1,8,0,0
CUST_004687,54,Cape Coast,3,Postpaid,512,2.77,59,57.04,0,4,2,32,0,0
CUST_004688,48,Accra,24,Prepaid,747,1.59,54,65.93,0,0,2,1,0,0
CUST_004689,46,Cape Coast,6,Prepaid,248,5.02,49,47.34,0,1,0,9,0,0
CUST_004690,38,Accra,79,Prepaid,67,1.41,65,32.67,0,8,0,7,0,0
CUST_004691,20,Accra,1,Prepaid,760,1.11,53,65.52,0,4,1,13,1,0
CUST_004692,32,Koforidua,16,Prepaid,65,26.76,47,81.47,1,0,0,14,0,0
CUST_004693,18,Tema,6,Prepaid,322,1.39,47,43.58,0,0,1,38,0,0
CUST_004694,34,Accra,19,Postpaid,148,7.46,47,47.02,1,6,1,36,0,0
CUST_004695,41,Kumasi,52,Prepaid,813,6.19,60,79.03,3,5,0,60,1,0
CUST_004696,45,Accra,4,Prepaid,926,3.18,53,77.96,0,0,0,5,0,0
CUST_004697,43,Kumasi,7,Postpaid,74,5.64,46,39.58,1,0,1,18,0,0
CUST_004698,69,Accra,41,Postpaid,1232,1.15,58,89.7,1,2,2,20,1,0
CUST_004699,38,Kumasi,1,Prepaid,1205,9.65,50,104.55,0,0,2,1,1,0
CUST_004700,34,Tema,38,Prepaid,764,0.3,49,63.7,0,0,1,6,0,0
CUST_004701,27,Kumasi,1,Postpaid,300,4.41,54,49.22,0,0,2,5,1,0
CUST_004702,44,Ho,5,Prepaid,367,4.73,46,52.41,0,1,1,2,1,0
CUST_004703,26,Ho,1,Prepaid,351,4.57,52,51.89,0,0,1,6,1,0
CUST_004704,23,Sekondi-Takoradi,30,Prepaid,598,7.72,56,70.94,1,0,0,1,0,0
CUST_004705,27,Tamale,10,Prepaid,233,5.12,52,47.09,1,1,0,5,0,0
CUST_004706,39,Accra,49,Postpaid,1220,13.33,50,112.66,0,2,0,40,1,0
CUST_004707,46,Sunyani,46,Prepaid,316,1.71,51,44.32,1,0,0,52,0,0
CUST_004708,24,Ho,10,Prepaid,31,1.0,57,29.25,0,1,0,13,0,0
CUST_004709,18,Accra,75,Prepaid,1201,4.23,53,93.81,0,1,2,1,0,0
CUST_004710,32,Accra,7,Prepaid,468,7.38,50,63.16,0,3,1,14,0,0
CUST_004711,52,Kumasi,52,Postpaid,736,3.73,43,68.56,1,0,2,11,1,0
CUST_004712,44,Tamale,7,Prepaid,228,5.96,50,48.32,1,0,0,33,0,0
CUST_004713,34,Tema,4,Prepaid,358,5.71,53,54.62,0,0,1,5,0,0
CUST_004714,61,Cape Coast,5,Postpaid,4803,4.41,52,274.17,0,0,1,16,0,0
CUST_004715,18,Obuasi,25,Prepaid,1143,3.48,50,89.11,1,1,1,8,0,0
CUST_004716,21,Accra,3,Postpaid,2651,1.44,45,159.93,0,0,0,50,0,0
CUST_004717,42,Tamale,37,Postpaid,149,2.61,36,36.27,0,4,2,12,0,0
CUST_004718,26,Ho,42,Prepaid,160,5.82,55,45.14,1,1,1,30,0,0
CUST_004719,29,Sunyani,4,Postpaid,79,0.64,54,30.63,0,0,3,23,0,0
CUST_004720,37,Kumasi,81,Prepaid,94,8.61,52,47.12,0,2,2,12,0,0
CUST_004721,44,Kumasi,2,Prepaid,159,3.8,46,40.15,0,2,0,1,0,0
CUST_004722,36,Tamale,68,Prepaid,298,9.69,45,58.78,0,0,3,2,0,0
CUST_004723,50,Sekondi-Takoradi,17,Prepaid,505,3.2,46,56.25,0,0,1,26,0,0
CUST_004724,21,Tamale,19,Prepaid,209,14.52,49,64.39,1,0,0,56,0,0
CUST_004725,45,Tema,4,Prepaid,1959,11.73,41,145.51,1,0,0,17,0,0
CUST_004726,52,Cape Coast,36,Prepaid,248,1.53,58,41.26,1,0,2,1,0,0
CUST_004727,18,Sekondi-Takoradi,13,Prepaid,1301,6.18,53,102.71,0,0,0,58,0,0
CUST_004728,30,Tema,17,Postpaid,125,2.11,44,34.87,0,2,2,11,0,0
CUST_004729,63,Cape Coast,88,Postpaid,1473,2.28,57,103.91,0,0,2,15,0,0
CUST_004730,30,Accra,59,Prepaid,762,2.27,38,66.44,0,0,3,9,0,0
CUST_004731,37,Sekondi-Takoradi,40,Prepaid,3396,18.01,60,231.82,0,0,1,15,0,1
CUST_004732,49,Kumasi,9,Prepaid,736,15.87,44,92.94,1,1,2,26,0,0
CUST_004733,30,Sunyani,6,Postpaid,455,3.25,49,54.15,1,1,1,20,0,0
CUST_004734,18,Accra,24,Postpaid,446,3.49,45,53.78,0,3,1,7,0,0
CUST_004735,18,Sunyani,33,Prepaid,556,3.01,44,58.22,0,2,1,8,0,0
CUST_004736,24,Tamale,6,Postpaid,1319,1.14,33,91.53,0,2,1,5,0,0
CUST_004737,59,Accra,116,Postpaid,871,3.64,59,76.73,0,5,0,4,0,0
CUST_004738,33,Tamale,41,Prepaid,22,7.19,46,40.08,0,1,2,36,0,0
CUST_004739,31,Cape Coast,29,Postpaid,638,9.45,56,76.4,1,0,0,3,0,0
CUST_004740,31,Sekondi-Takoradi,29,Postpaid,2197,4.17,37,141.89,0,0,0,29,1,0
CUST_004741,25,Accra,22,Prepaid,134,10.49,60,53.68,0,0,2,31,0,0
CUST_004742,33,Accra,1,Prepaid,221,0.32,55,37.19,0,0,0,3,0,0
CUST_004743,27,Cape Coast,23,Postpaid,648,8.94,62,76.48,1,1,1,27,0,0
CUST_004744,35,Accra,32,Prepaid,464,9.84,53,68.18,0,0,1,2,0,0
CUST_004745,26,Sunyani,12,Prepaid,622,0.62,50,57.34,0,1,1,6,0,0
CUST_004746,61,Accra,21,Prepaid,304,5.69,48,51.38,0,0,3,8,0,0
CUST_004747,43,Obuasi,2,Prepaid,275,6.31,45,50.87,0,0,0,31,1,0
CUST_004748,32,Accra,30,Postpaid,476,1.73,49,52.16,0,0,0,58,0,0
CUST_004749,51,Obuasi,23,Postpaid,1929,11.14,55,144.23,0,0,0,21,0,0
CUST_004750,20,Kumasi,3,Prepaid,257,12.61,41,62.17,0,3,2,8,0,0
CUST_004751,33,Cape Coast,25,Postpaid,490,3.34,55,56.68,0,4,1,60,0,0
CUST_004752,24,Sekondi-Takoradi,10,Postpaid,367,8.27,54,60.29,0,0,0,3,0,0
CUST_004753,33,Kumasi,2,Prepaid,2829,6.04,45,178.03,0,1,2,57,1,0
CUST_004754,18,Accra,12,Prepaid,1255,0.37,52,88.69,1,2,1,1,0,0
CUST_004755,28,Tamale,24,Prepaid,1294,0.67,63,92.34,0,1,0,16,0,0
CUST_004756,30,Tamale,12,Prepaid,306,0.27,61,41.94,0,0,2,9,0,0
CUST_004757,25,Ho,1,Prepaid,943,16.94,50,106.03,0,2,1,1,0,0
CUST_004758,43,Tema,120,Prepaid,218,3.33,43,41.86,0,0,2,10,0,0
CUST_004759,44,Cape Coast,3,Prepaid,2120,8.95,52,149.1,0,1,0,26,0,0
CUST_004760,21,Kumasi,18,Postpaid,120,9.03,47,48.76,0,0,2,27,0,0
CUST_004761,38,Kumasi,64,Prepaid,1221,1.46,48,88.77,1,1,0,22,1,0
CUST_004762,18,Accra,61,Postpaid,1527,3.09,37,106.23,1,0,1,5,0,0
CUST_004763,28,Sunyani,25,Prepaid,874,1.4,40,70.5,0,1,0,2,0,0
CUST_004764,18,Accra,70,Prepaid,424,0.13,53,46.76,1,1,2,1,1,0
CUST_004765,20,Kumasi,12,Prepaid,57,2.5,49,32.75,0,2,4,6,0,0
CUST_004766,63,Accra,44,Prepaid,704,4.78,47,69.46,0,1,0,7,0,0
CUST_004767,68,Kumasi,19,Postpaid,1137,0.24,56,82.93,1,1,1,5,0,0
CUST_004768,18,Obuasi,1,Prepaid,3122,15.03,43,210.46,0,0,1,21,1,1
CUST_004769,35,Kumasi,6,Postpaid,30,12.76,38,50.82,0,2,2,14,0,0
CUST_004770,39,Accra,3,Prepaid,250,0.1,63,39.0,0,2,0,19,0,0
CUST_004771,18,Accra,23,Postpaid,487,7.14,45,63.13,0,2,1,43,0,0
CUST_004772,42,Accra,2,Prepaid,200,0.22,52,35.64,0,1,1,1,0,0
CUST_004773,42,Kumasi,71,Prepaid,222,6.12,37,47.04,1,0,1,2,0,0
CUST_004774,42,Accra,12,Postpaid,225,2.77,47,41.49,0,0,2,8,0,0
CUST_004775,18,Tamale,14,Prepaid,127,3.45,53,38.55,0,0,4,41,0,0
CUST_004776,34,Accra,12,Postpaid,483,0.89,42,50.13,0,1,1,50,0,1
CUST_004777,36,Sekondi-Takoradi,63,Postpaid,729,0.68,48,62.61,0,1,1,9,0,0
CUST_004778,28,Tema,2,Prepaid,299,2.24,49,44.33,0,1,1,39,0,0
CUST_004779,33,Kumasi,6,Prepaid,182,5.41,43,44.22,0,1,1,34,0,0
CUST_004780,43,Ho,3,Postpaid,53,10.97,51,49.69,0,0,1,28,1,0
CUST_004781,35,Accra,4,Prepaid,274,1.41,55,42.02,0,0,0,4,0,0
CUST_004782,41,Accra,84,Prepaid,188,6.81,46,47.62,1,5,2,15,0,0
CUST_004783,51,Kumasi,21,Prepaid,2053,0.82,65,130.79,0,1,2,26,0,0
CUST_004784,55,Obuasi,18,Postpaid,70,2.29,47,32.78,1,0,0,12,0,0
CUST_004785,52,Cape Coast,22,Prepaid,151,3.19,58,39.73,2,0,0,16,0,0
CUST_004786,39,Obuasi,23,Postpaid,1472,1.25,61,102.2,0,4,1,8,0,0
CUST_004787,45,Sekondi-Takoradi,36,Postpaid,440,11.41,65,71.32,0,0,1,53,0,0
CUST_004788,36,Cape Coast,11,Postpaid,2396,1.83,53,148.76,0,0,1,10,1,0
CUST_004789,42,Cape Coast,10,Postpaid,1508,1.49,52,103.58,0,0,2,17,0,0
CUST_004790,47,Ho,73,Prepaid,427,0.37,57,47.79,0,3,1,2,0,0
CUST_004791,23,Kumasi,50,Prepaid,1186,1.28,47,86.56,0,2,2,37,0,0
CUST_004792,23,Tamale,7,Prepaid,192,15.54,50,65.68,1,0,1,2,1,0
CUST_004793,27,Tamale,23,Prepaid,69,7.67,65,45.29,0,1,2,30,0,0
CUST_004794,22,Accra,10,Postpaid,797,1.44,68,69.53,0,0,1,3,0,0
CUST_004795,37,Kumasi,17,Prepaid,368,10.19,45,63.28,1,1,1,31,0,0
CUST_004796,49,Accra,20,Prepaid,1360,14.67,42,121.54,0,2,0,27,0,0
CUST_004797,51,Obuasi,55,Postpaid,1177,11.08,54,106.41,0,0,0,30,0,0
